지하철역,time_04_05,time_05_06,time_06_07,time_07_08,time_08_09,time_09_10,time_10_11,time_11_12,time_12_13,time_13_14,time_14_15,time_15_16,time_16_17,time_17_18,time_18_19,time_19_20,time_20_21,time_21_22,time_22_23,time_23_24,time_00_01,time_01_02,time_02_03,time_03_04
원흥,2065,66494,215296,465097,543932,318871,213556,203046,219420,235617,222933,244981,276757,359098,473239,409365,242479,222258,190987,101019,13492,204,0,0
월계,6685,76369,120585,311476,317537,205910,170555,162630,181278,185030,172276,194140,230370,238491,306634,246584,151705,130257,106173,63338,15266,0,0,0
월곡(동덕여대),156,81117,178731,500854,747799,413650,284791,264950,292246,296336,298076,316061,370421,443516,688190,507161,301455,272977,220801,135919,12565,41,0,0
월곶,63,15979,50853,120416,108635,69275,55062,62712,65733,69371,68949,71683,80848,104468,136460,93026,64933,61519,45690,27878,4294,0,0,0
월드컵경기장(성산),12,25533,59774,145161,214104,153512,143559,171075,178958,207174,234086,247596,256686,251120,266952,186057,121056,105653,79718,33458,4565,28,0,0
월롱,289,5470,39919,116565,147374,56437,40165,38115,57360,47277,41244,56903,69464,118378,165432,74519,60652,48039,30573,19430,6416,11,0,0
을지로3가,200,44982,327292,1167744,2611197,1317370,695027,630018,614692,717093,735451,781192,890888,1548416,2565703,1160069,708266,659014,517051,252241,18892,195,11,0
을지로4가,108,30319,210875,564774,1405592,802350,522350,514772,519585,538737,580042,598299,619723,963339,1329840,651843,331581,262181,178531,81767,7778,77,1,0
을지로입구,1139,49812,310610,1396210,3372261,1813833,903926,879399,829589,937476,952689,1039411,1130444,1965060,3189014,1454560,1224412,842681,566745,226350,42220,2179,33,0
응봉,1641,15838,41385,88007,105393,60326,44186,42252,44449,48820,48444,53369,63654,70502,85661,73216,40929,33796,27517,16056,4394,1,0,0
응암,131,138355,326889,858575,1139443,606369,416908,401362,435013,450464,441562,490497,551201,682021,1034729,834832,532283,433048,379107,231781,31491,83,0,0
의왕,1337,90963,222595,589477,593836,238226,176571,173294,181487,196006,184460,207116,261661,426525,543915,370395,248136,207513,159182,90863,18926,0,0,0
의정부,28641,142639,328670,656131,830163,646859,520453,544023,605677,660800,658185,685155,739448,845402,1037128,851369,632672,495277,375676,215997,70151,8,0,0
이대,460,48516,206432,322798,617241,492299,363633,344999,421775,460852,424402,444807,524122,647855,696440,480807,336654,319018,270141,144329,11162,195,5,0
이매,821,43141,127468,300963,366296,218458,158875,164872,173596,177652,175716,186542,211323,292720,347330,239644,152360,145036,137044,64148,10815,10,0,0
이수,337,71643,195583,431319,944558,619339,391372,364216,391379,436281,442397,479882,548911,684514,1064506,705358,482651,457431,384730,212502,22110,283,2,0
이천,87,8385,35479,117202,133167,87910,68094,76810,75938,79124,74953,81878,96572,109032,148190,103315,84977,57215,51540,22607,4925,0,0,0
이촌(국립중앙박물관),1379,41050,193391,415819,659368,413868,289450,274623,311808,345823,330617,362882,438298,532792,672294,404106,267046,245581,188177,94419,14109,31,1,0
이태원,24,74456,145913,221011,418684,334778,246213,243303,281059,313190,321745,358181,429787,536317,681598,528599,393078,394509,360841,237139,35251,227,1,0
인덕원,1333,120173,424581,1205649,1889293,816433,508065,470302,495012,531710,519916,557689,677948,978959,1690583,1108572,664926,609028,501647,266903,45140,30,2,0
인천,3836,32115,85859,161443,188306,97204,110215,151691,180857,193294,204284,213645,219676,229284,219192,127793,97833,74835,51143,25539,12755,70,2,0
인천공항1터미널,12,72262,130266,238674,349058,174269,128315,178334,204700,198717,205697,222291,217452,288100,313634,167130,147563,143453,110545,50108,17097,106,0,0
인천공항2터미널,0,38271,73505,123769,155347,84325,50108,66393,86903,63548,67018,91865,96599,148191,155751,67180,56151,58468,33262,11582,3870,8,0,0
인천논현,24,27807,103992,230160,290632,175103,136816,142735,159533,170494,167564,182908,199478,266816,335121,217909,160028,152246,112052,65257,11385,1,0,1
인하대,75,33370,116432,258758,273906,140878,110558,117411,139285,139114,138382,154388,188373,242672,319552,175600,129736,125615,102262,58282,12229,3,2,0
일산,96,80112,259062,587741,480481,252861,187707,197762,221374,220347,226712,229855,285233,303780,484159,452588,246945,224814,178128,101012,33028,15,0,0
일원,55,38493,177235,518762,483197,335297,310779,273147,289488,294231,285113,311794,333363,464368,375441,270187,173872,144563,134882,59540,5599,49,2,0
잠실(송파구청),1221,228743,1028837,2404729,4526308,3363790,2016200,2029755,2152993,2369154,2402266,2635382,2993240,3972096,5660958,3754104,2851140,2383547,1878889,833656,57894,826,41,1
잠실나루,51,49168,234369,648650,908439,578361,410493,381387,409991,412527,406221,416076,471844,599878,760798,504904,315126,270556,225272,126358,10955,78,11,0
잠실새내,216,64595,259259,747728,1061666,775260,525979,513638,560038,617514,610173,655417,751732,929071,1325690,983532,640303,594004,533696,284452,34386,409,6,0
잠원,35,22500,111901,237084,321926,213801,138773,141148,158486,167326,154482,168421,191811,241732,311531,217397,136379,128167,117112,56629,4938,21,7,0
장승배기,139,87151,176316,418961,688532,404299,265224,243441,254487,273467,266361,289314,318531,393457,570893,414980,262692,257272,211496,119119,16933,54,2,0
장암,17,17079,84216,200297,139728,65744,49714,35524,37031,35877,37032,43034,48159,57104,65445,54468,29409,19006,12150,7582,773,10,0,0
장지,52,82262,278560,745004,1147464,689533,408832,395293,428646,432920,443521,495680,578997,733410,1111931,727324,485080,437541,325888,148484,14632,37,3,0
장한평,193,86372,309847,777858,1483457,707255,412454,364676,390117,415667,409620,447410,548858,746081,1274394,796368,448964,382659,311356,158219,26823,203,4,0
정릉,26,28155,70656,175586,223722,163595,124331,117716,128677,128888,128919,140482,153649,180280,235758,176505,107346,94219,72175,35270,3098,17,0,0
정발산,470,34651,91244,163297,318133,271286,205303,218827,230104,282501,287803,297769,307962,354201,458735,310242,248676,179759,144715,71498,6355,45,0,0
정부과천청사,463,34766,177037,396296,826120,309634,206833,190808,196751,219978,235260,244459,306858,443905,740885,317211,208155,184706,129950,60982,5723,8,0,1
정왕,2880,67066,212755,437644,424476,260349,197000,187234,212571,216996,215794,233465,267932,378215,476639,296565,224388,181651,125688,75423,23422,992,1,4
정자,4248,52762,284946,546337,1032340,723343,388027,329138,362827,385694,392259,434752,524348,726304,1101861,770088,507782,475927,423862,199693,42263,29,0,0
제기동,4330,76950,184600,437470,797859,658958,680131,825304,871392,917392,963099,936009,815836,728635,723479,416695,256575,214694,175110,88001,8689,33,4,0
제물포,9214,97738,211389,528606,605200,329677,239805,232775,260986,271578,250947,271434,346116,423109,542916,407706,265651,228627,182764,129737,34532,19,0,0
종각,1130,85317,319268,1175377,2647367,1648200,804402,781515,793409,918808,918115,989705,1078239,1789682,2733131,1297804,939421,975481,701810,290178,10671,52,11,0
종로3가,2602,112165,335648,711144,1925192,1990796,1655464,1723080,1855158,2018942,1999451,2013905,2032015,2322535,3165649,1867269,1169546,1172045,895284,384419,32340,353,14,1
종로5가,591,61998,196213,481635,1276442,866831,742560,805029,859718,902009,962576,966480,951005,1115616,1396745,720079,421278,336194,237369,90120,5861,27,1,0
종합운동장,126,48209,188613,452849,692174,453461,285440,263080,291122,324396,326496,347630,403639,541493,761417,488734,315046,330254,286049,141589,14769,426,4,0
주안,10802,198831,383668,913228,913737,598999,442423,449340,527984,513644,513252,536978,626964,825270,1048369,911353,598020,524819,442498,274022,64819,58,0,0
주엽,1586,65453,206748,357242,412790,299950,260496,268173,269329,294864,274605,310194,329944,344541,418152,357092,234653,181876,152309,86827,11493,393,0,0
죽전,14686,59869,233618,617237,629833,439186,383462,332651,352955,379798,381045,415542,477475,592215,823942,675258,536070,364239,310688,186884,73881,26,2,1
중계,254,122823,304259,832123,937411,496482,346376,320444,348897,352984,328593,357322,408044,497445,663916,612573,365458,323595,288094,164678,25033,51,0,0
중곡,29,68065,183646,433749,712703,397472,249709,228430,240532,246346,246104,273476,319059,381724,508626,422053,252586,227282,187635,112744,10974,37,0,1
중동,8531,130103,239183,530664,505252,283385,216578,211748,232353,232501,222793,235303,276084,349321,479062,401945,248904,207435,170097,104547,29479,20,1,0
중랑,1773,75046,123170,275613,307943,190308,147053,141531,146907,152517,157126,176231,184450,220852,316241,225552,159653,135121,102267,57921,11813,0,0,0
중앙,2612,94597,342915,667497,774436,487666,370453,385305,456788,488387,492657,502433,579280,715140,1000232,806004,573102,511966,408951,239092,64741,216,37,28
중앙보훈병원,56,31777,170970,464358,559961,356774,291585,240473,247750,244071,260120,270824,254960,340963,411685,315277,177356,164309,148962,72006,11861,478,6,1
중화,78,108652,206973,492962,786051,416030,273941,250170,274362,277093,274578,306366,353112,438317,621301,521592,312483,285471,240975,140378,20136,156,1,1
증미,12,31992,105553,292240,575239,240170,158817,153366,162682,173797,174897,199341,204855,266312,534087,298904,161350,143108,109359,60322,5638,31,0,0
증산(명지대앞),135,92674,204541,488407,638653,357539,252867,231933,256193,261843,261667,280416,334037,389446,593267,473301,278672,268287,223255,123388,22854,1468,0,0
지제,75,32287,88653,149410,109885,58331,44894,51158,62395,52002,53571,79704,87362,130220,146939,100838,65987,66749,50630,25695,824,1,0,0
지축,49,16921,80590,190854,187770,96735,70772,73472,74809,74222,72948,84217,102585,121399,182945,134605,89646,70460,64992,33300,2076,12,1,0
지평,0,0,2,4559,4109,55,7796,13,0,10,6,193,10694,41,850,3017,148,3,0,0,0,0,0,0
지행,519,62251,141675,283125,345903,204506,163851,173461,189111,195253,181337,186338,213790,282104,312319,292528,212355,159664,142956,95167,26518,14,0,0
직산,675,9159,21532,40202,43327,20999,19699,18850,20666,20921,18752,22060,24270,37921,44885,26521,18550,16917,11267,8362,1668,2,0,0
진위,103,11018,41095,98918,101415,31444,26383,25425,27052,28947,27220,32293,42279,79829,115797,54935,33916,29052,21475,9235,745,1,0,0
창동,18924,218095,553074,1248890,1353877,902897,717338,700580,761463,821828,846935,914619,1021519,1165745,1562521,1267210,797469,691646,581537,350265,70871,163,0,0
창신,137,31748,74039,196097,257473,127119,77218,69514,75867,77277,72113,78735,97884,109650,152229,117435,78151,70688,57668,37455,3938,10,0,0
천마산,147,14042,42574,95021,71975,61687,52013,43505,48383,44890,46956,49180,50845,57034,74133,60392,43440,34727,21515,14230,3238,0,0,0
천안,19879,35047,88166,146019,165494,183375,179367,205110,199112,224697,214041,246412,245851,252109,267172,199793,158124,108991,82566,43494,21076,51,0,0
천왕,530,89386,215554,554633,728322,377519,222846,205993,227172,235875,226125,249515,296734,361056,577493,472078,266375,225836,182262,105157,19569,205,5,0
천호(풍납토성),885,239621,576913,1150899,1755343,1299483,902422,931000,1010262,1093003,1115232,1234141,1379438,1718307,2356955,1738904,1195230,980646,769434,412025,59913,918,12,0
철산,110,171513,426853,1088953,1362732,774712,511516,482512,517865,550380,538198,585751,685950,947414,1416622,1124870,662919,594057,504538,273632,49515,92,6,0
청구,63,42448,111294,260175,657107,349747,192701,181111,189579,197619,193876,209343,244328,308238,491960,331160,202708,181117,149356,81646,10379,33,0,0
청담,351,73417,377393,758589,1819665,1198913,515214,376278,376641,431546,430392,500540,574614,864159,1452061,817242,475442,435988,305880,110625,29674,71,9,0
청라국제도시,610,40107,208992,411016,386249,149427,99792,105715,118433,116098,104737,120926,157821,231794,425625,309701,176723,150702,136988,85464,24026,11,0,0
청량리(서울시립대입구),29440,260503,526208,1047832,1462712,1280520,1245701,1366850,1445997,1496894,1622613,1677435,1652255,1679327,1839231,1328257,903795,642292,515557,267146,56750,170,2,1
청명,238,33033,84235,232807,270500,115591,80481,78440,88375,92694,85686,95053,128359,160107,222926,175449,111173,97788,83104,48972,8800,2,0,0
청평,50,12145,29597,53414,80536,62753,68174,81753,73913,68099,75800,64169,77751,81967,72734,56341,33327,29366,19611,11984,2696,0,0,0
초월,19,14050,58502,158385,190944,91884,61063,58444,59434,62316,57770,63816,85435,104986,165604,116910,98410,63887,56187,38275,11,1,0,0
초지,3015,35781,130744,284759,257640,127035,94426,93125,102304,103822,96276,103163,119183,174881,251953,186113,124205,99666,76424,44551,16764,201,4,3
총신대입구(이수),965,82396,303907,686244,1130302,778973,538715,525340,571595,616130,626154,669802,762886,934742,1336412,884884,577785,503294,420779,215911,26849,546,4,1
춘의,8,68651,171068,558692,844398,336054,184015,154795,166166,181149,171215,186103,219888,416648,683509,374549,242599,208421,138298,78912,7327,8,0,0
춘천,3137,4135,20785,29279,46188,43701,45334,62029,56431,68372,67125,78167,72111,70933,54055,50068,30802,23342,16576,8629,5848,2,0,0
충무로,944,63954,246376,689128,2149681,1271074,686010,601955,608535,684122,706829,708590,818251,1236726,2009747,1029744,648062,612460,461949,234721,25068,335,8,0
충정로(경기대입구),449,60814,176454,533824,1369219,734678,346800,315631,313536,357742,349924,364256,410667,626765,1215028,522123,325584,306699,238232,127364,12146,435,2,0
탄현,542,61758,211977,491163,355628,205496,156082,157811,169630,159892,167064,185467,206562,269319,400115,395458,232126,186959,155559,79683,42809,19,0,0
태릉입구,1567,150277,242201,548622,796929,473240,336630,328102,356430,379913,381283,403297,464595,576475,778891,633237,390529,366386,308866,198552,61076,2898,0,0
태평,2640,191219,283606,534796,880711,560825,353235,329437,343198,365715,363090,429294,453231,554687,726064,520079,370734,374204,287210,147291,15763,13,0,0
퇴계원,101,35595,82418,244900,195299,116574,87576,78768,85389,83630,79862,93298,103931,138911,197284,153712,100905,68792,70618,36277,10089,0,0,0
파주,727,9164,20812,52741,83711,43559,33759,31879,40461,35163,30619,39987,47127,57101,64427,29334,22288,20238,13875,8955,2925,5,0,0
판교,109,7758,78884,165558,312292,228960,102371,87986,73786,78621,82420,105157,110896,185582,288001,206570,158345,112757,56422,21498,2138,3,0,0
팔당,11,3679,12587,30449,39344,58253,44821,46666,43373,36033,44947,50279,51061,56594,49244,41508,27074,23437,15483,4084,1025,5,0,0
평내호평,6079,72261,127715,343275,294114,172747,148890,132620,156018,146916,156372,157175,172178,243013,282171,293517,149474,141224,109060,80074,22877,0,0,0
평촌,337,69361,311883,956031,1423374,627383,354489,325724,336158,370038,354954,380279,446175,694234,1180267,790540,467706,392895,335148,152162,32946,15,2,0
평택,1472,108635,232620,416099,448867,377475,331746,361440,378211,409496,402835,433869,502513,593870,644468,481649,408736,308590,231363,132327,12959,77,1,2
풍산,38,39068,123668,293342,272716,169962,123579,126586,133859,136793,130996,143578,161773,192412,282009,217185,161853,145611,102495,72203,14616,18,0,0
하계,76,102833,324460,915733,1051322,605543,432887,425736,471153,488417,475849,520722,579541,666030,881399,803674,469222,424718,366102,210864,30155,65,0,0
학동,26,52979,304368,667217,2189103,1625045,610373,398449,386638,447853,477661,512731,568931,926001,1997277,1019274,522822,470511,326509,135935,11430,33,1,0
학여울,19,7604,37455,74251,123798,77347,53394,48373,55106,59417,60232,68990,71423,90529,117576,70026,41988,37464,31918,14507,1277,16,1,0
한강진,87,13386,97436,236810,432221,333572,187790,175723,177186,230184,201425,242299,327123,422828,547047,373960,225048,254500,206917,59185,16795,7,14,0
한남,2028,29016,82864,166183,218971,181411,112095,103896,108003,115401,110346,133049,151386,220604,258377,146720,95093,95518,70182,35405,7608,4,0,0
한대앞,2106,79467,205957,376233,408958,250003,198055,195509,207701,213507,208784,218242,258718,332487,464598,344222,239788,199319,170808,96878,25212,29,15,15
한성대입구(삼선교),801,89617,202326,504652,730088,522018,364406,355884,393695,417106,404427,435855,506792,617257,762874,530374,354702,324281,283449,162155,67839,1854,51,0
한성백제,9,10253,36667,81114,140517,85028,53553,52346,58027,61250,66613,67317,78715,97605,136254,93013,60229,52733,42790,23003,1987,15,2,0
한양대,35,15687,92139,180505,456295,397060,249364,206332,240431,250654,236688,232519,285270,403087,412208,218492,166754,164926,139509,78820,6149,57,0,0
한티,182,29749,160893,437347,758960,596754,383083,332789,404394,484414,395938,424280,495306,719544,821043,572567,468802,337403,375667,107454,6470,5,0,0
합정,1376,179021,489622,1154937,2365571,1625310,1035449,1009943,1150616,1300190,1298862,1338590,1552131,2093739,3279846,2221024,1450614,1465049,1273287,696576,59290,689,14,0
행당,94,53404,150488,393751,577679,296167,188108,177833,195467,199177,191011,208982,230870,298351,461431,316698,192768,175624,155002,76063,9616,22,5,0
행신,8,47330,178584,472774,456881,220370,146308,165112,170620,173558,155538,167351,225300,305793,500250,387478,219688,183673,166528,91473,28502,14,0,0
혜화,415,67209,301684,688543,1498789,1093164,871153,837334,931512,1142731,1166276,1155286,1284680,1609693,2004752,1254552,855869,985034,908678,364466,30173,214,5,1
호구포,19,24825,87437,249350,258177,84391,62376,65913,74037,74179,77029,84678,99088,192265,239957,117166,98896,75840,46136,31524,5900,0,0,0
홍대입구,9443,305835,547660,1202795,2310184,2080478,1463421,1608252,1975464,2291129,2304702,2463898,2768981,3427202,4494003,3399914,2473378,2534840,2358226,1253285,155455,5835,39,0
홍제,697,117432,337018,767593,1043772,647777,486480,455843,484122,491664,490595,542035,608130,720935,969170,735970,448756,401588,307565,182554,14452,52,0,0
화계,35,25833,55145,145721,197483,123764,99835,94347,98977,102162,99328,103403,110270,117269,153890,136155,77137,64073,50605,29047,2656,21,0,0
화곡,1091,255648,543107,1413922,1909147,1036161,646682,608710,648005,670728,648253,711089,840041,1072134,1689295,1309167,810689,689558,595914,331163,38454,109,0,0
화랑대(서울여대입구),84,72957,252618,728544,730201,355206,234079,213675,236175,229638,224445,240567,297860,364197,525739,447248,253546,220962,188338,125912,20493,130,0,0
화서,4165,96551,269493,462744,395669,191962,149880,146328,145369,161502,151739,167485,205002,301737,419380,344147,207455,178821,147472,83236,18838,0,1,0
화전,1,9696,23974,57490,97154,60780,46501,44644,49491,55193,51814,53030,59151,75576,80422,55769,37754,30839,28145,17734,5319,1,0,0
화정,1356,125647,333693,699255,900475,562207,456073,478866,518500,538964,543460,612819,619297,742842,958312,744938,496507,452396,387370,186802,13685,31,0,0
회기,8574,163434,357198,876292,1240972,802434,647161,629212,690519,737139,730051,786872,841869,1094865,1251728,936623,631153,654640,579032,346597,64102,73,0,0
회룡,11797,177439,342635,700746,624257,410557,339400,327276,356574,345140,334812,358371,406306,470269,592759,556659,331933,278853,209664,130028,42996,7,0,0
회현(남대문시장),426,30774,242060,608808,1575838,1164846,892657,830167,787717,819416,864498,895642,995413,1208524,1482508,616177,544042,262907,162191,64519,7278,312,3,0
효창공원앞,82,42917,138625,333802,742968,441180,234914,220067,230012,245153,241155,258989,302625,393858,658865,392735,238138,212386,170510,98462,16137,20,1,0
흑석(중앙대입구),77,45539,115441,285360,394942,284398,222278,205338,237524,251111,232175,266561,296534,387825,457106,306395,218410,188805,177889,104906,8282,130,3,0
