지하철역,time_04_05,time_05_06,time_06_07,time_07_08,time_08_09,time_09_10,time_10_11,time_11_12,time_12_13,time_13_14,time_14_15,time_15_16,time_16_17,time_17_18,time_18_19,time_19_20,time_20_21,time_21_22,time_22_23,time_23_24,time_00_01,time_01_02,time_02_03,time_03_04
녹천,14325,68054,126666,330951,332369,210667,167436,145566,165061,149672,146371,153172,197394,208109,253146,225068,148287,129569,116988,81154,21967,4,0,0
논현,326,63315,260715,658109,1725309,1407275,647640,499612,508206,572249,583111,619722,682022,955175,1760882,1111069,679059,677357,625714,349362,84285,213,22,0
능곡,31,35645,110905,241592,283367,164689,125628,121584,120096,122619,119489,126840,143663,182334,212377,178351,117874,109307,94088,62136,29717,47,0,0
단대오거리,203,128299,256904,610373,841935,468741,332128,310510,350900,346583,341741,382431,453862,521225,749629,559904,378423,331946,307558,186890,51143,2250,0,0
달월,2,192,1699,2320,5603,2644,1616,1843,2187,2262,2234,2097,3105,9260,6177,1601,1114,944,642,424,163,0,0,0
답십리,324,134628,315562,866657,1461999,696577,467131,436038,471518,508465,485741,512848,599802,759231,1129040,828846,501709,463563,423999,256785,67850,834,31,0
당고개,682,110259,314763,775953,841952,603610,479024,427668,439693,453548,440304,469979,532559,608023,710368,633943,444530,389808,359026,250789,81932,7710,38,0
당산,860,256599,755965,1855390,3233198,1861020,1251686,1237473,1301062,1352904,1291628,1373666,1590752,2159795,3207204,2240828,1531887,1496916,1426010,866686,211848,6850,30,0
당정,227,60777,171169,471779,546072,311397,221187,195535,228230,217426,204662,231354,276297,359950,471818,357084,254602,235666,216075,138589,23332,0,0,0
대곡,183,12989,41056,101174,119791,69359,49368,52550,55292,55202,54262,56166,65728,77619,116533,77751,42957,41768,34995,25496,10311,13,0,0
대공원,11,6998,44096,68246,231562,373022,354143,276405,301800,287160,300148,318047,328715,306897,267093,127124,72573,72185,64275,37545,2083,2,0,0
대림(구로구청),7807,694163,738595,1519549,2649870,1939587,1477097,1445044,1441172,1504365,1443605,1562836,1705762,2174422,2577441,1810503,1305120,1392121,1271276,671317,154730,4234,103,0
대모산입구,145,37577,104837,168734,260798,159657,118518,114255,119128,118854,112544,128076,147034,166932,198256,131472,92643,81027,77519,41158,7066,10,0,0
대방,6416,109292,285960,855569,1263436,690332,458726,417858,458966,504360,467352,498599,560030,764313,1138000,645663,474901,465474,412911,210713,41417,64,0,0
대성리,11,17873,28784,27909,35752,33686,49963,65663,44093,47678,58819,42954,50660,47222,40184,30948,19061,11882,9731,4936,160,0,0,0
대야미,27,40132,131189,266668,325007,196797,151509,143271,144963,150970,149233,166786,194904,227062,292324,217076,157765,141039,119577,74794,25962,27,0,0
대청,322,61273,207802,550015,756062,400026,300191,296547,306472,332270,319247,376474,472752,519324,667657,462017,324681,293533,290861,154407,47788,188,9,0
대치,229,43044,247528,586497,715868,494893,370236,359712,448617,506194,446412,496861,599495,752959,752260,605372,373365,428186,613347,169186,46458,253,2,0
대화,1911,100672,414815,1062275,915687,648697,538708,499069,518649,519826,495266,554144,572635,695378,735965,619680,442386,378665,339827,213993,78785,13436,0,0
대흥(서강대앞),168,45562,119127,360199,761532,435026,353624,294207,342970,368794,338826,335215,420879,486604,668613,413565,278023,274295,270646,156206,37405,285,3,0
덕계,6,30522,92840,165950,172348,89921,78051,65512,75867,64877,67886,75182,102556,106329,122881,98976,78898,54751,48864,39696,9879,9,0,0
덕소,17811,50859,148499,378611,414296,268037,232705,220198,208705,244519,207631,246483,276071,304078,350743,349750,225773,173840,179676,125609,46876,73,0,0
덕정,18,64059,178481,397535,557165,278716,229974,222343,248785,219968,206840,243175,324917,364783,384234,312590,226744,185412,144065,132722,25964,60,0,0
도곡,1112,44927,197553,552927,959631,727866,421356,439299,436787,478333,461351,495128,591049,716098,884091,575524,368473,350089,286946,143424,38763,5488,77,0
도농,9433,94065,270249,706080,695494,390960,303184,295906,287842,284579,288403,283856,418909,450336,549455,476159,303965,263021,240583,164434,59569,1,0,0
도림천,7,9809,25384,94395,113864,51074,40578,35569,46817,36496,42941,47036,59184,61374,77597,54935,32788,28910,21646,15690,4892,127,1,0
도봉,2373,108858,168990,311437,406932,299585,244943,223750,229129,243808,241724,255895,287022,305066,363822,285842,176785,160727,128842,83271,21495,1,0,0
도봉산,2378,153007,417509,1149324,1093461,862816,764422,652185,646853,678731,691166,725150,786506,811427,877694,834476,523312,454747,429758,299001,115741,14956,68,0
도심,28,27734,84986,208899,206786,112009,84885,82595,79517,74721,68081,91191,82802,116954,138629,111531,68760,60195,70458,40673,12727,8,0,0
도원,8555,44382,73967,184426,418422,135959,130147,127191,154231,160199,133043,166798,256351,218360,224043,136626,100312,98816,66488,42522,22618,58,0,0
도화,3631,70768,121874,245747,300683,159956,140233,133099,148061,146679,135785,150287,192875,212437,224307,174983,120246,102453,85997,67327,24456,20,0,0
독립문,1612,74516,148204,408539,542945,456911,406728,368141,385439,410415,412935,428126,452977,439665,472040,324974,219477,192821,172666,96482,38593,11917,107,0
독바위,47,31862,71726,192669,212965,144650,109967,95089,95767,99284,90900,102464,115156,133208,170484,160753,97037,96507,89200,60165,22608,62,0,0
독산,7988,124395,368912,1000607,1761878,843083,451245,395964,419736,428145,419731,460922,562076,908614,1435498,896770,525252,474721,390386,214731,13492,14,0,0
돌곶이,135,81221,189998,452906,674348,387444,287568,267049,291515,304251,287248,312529,348673,414713,521894,439159,271571,236044,227572,146227,48190,165,9,0
동대문,13861,366102,460384,943195,1816157,1786603,1744122,1870094,1946136,2107237,2177267,2187096,2123553,2342083,2208389,1621013,1192963,989703,877412,581192,126191,1749,25,0
동대문역사문화공원,8688,302574,468825,1002716,2604834,1665342,1430855,1471922,1587173,1769590,1864483,1998680,2124042,2511778,3307254,2639391,1876126,1620449,1416829,910320,205444,3193,59,0
동대입구,300,35936,130595,322051,964782,588381,564223,532593,470645,549847,495923,487766,551282,789181,880186,498194,458220,367779,290786,137232,28499,1429,6,0
동두천,174,12634,87198,180101,176024,141294,98743,96664,83774,95169,88204,108507,111081,142810,153406,107844,73621,51075,48347,25600,12297,11,0,0
동두천중앙,268,30027,97200,197314,272903,182306,142761,163634,165208,164526,145709,154078,163694,197503,209142,145818,106160,76650,71390,48956,16611,10,0,0
동묘앞,2532,116359,213716,463436,973902,780436,760411,962523,1148292,1318997,1392738,1387641,1322163,1215746,1117094,669869,426432,379103,339606,251814,82278,3901,97,0
동암,8154,318889,528513,1004914,1040654,704800,594652,574860,604772,598956,590025,637981,709081,937935,1113171,955351,689245,626633,549084,372619,90407,120,0,0
동인천,22707,133782,360066,896997,953179,599087,579574,636923,682920,695613,675597,722820,797674,925066,1120998,827689,557487,442946,384547,242666,70295,165,0,0
동작(현충원),368,25086,86071,193553,316273,240593,185881,200807,198660,202362,198238,215613,216772,239219,292093,187269,140545,124939,111218,63294,32188,5465,52,0
두정,13746,60101,131197,259711,361347,324798,265533,249742,255232,196519,245908,235850,295121,332600,403087,284337,239927,216782,162922,104873,34496,0,0,0
둔촌동,10,53750,179574,443900,640855,388499,290777,284990,309138,330311,333206,354267,404234,493704,641472,467054,292582,263360,246916,134078,25940,131,0,0
둔촌오륜,7,3187,17858,74878,61326,36326,27038,28493,26196,31971,32896,39215,64746,44652,56127,38277,24639,23517,23954,13339,3459,102,3,0
등촌,111,71630,209143,527936,738424,426632,343540,335643,364212,373997,373556,406320,448394,498949,690188,555025,337875,313671,269788,167387,47665,358,0,0
디지털미디어시티,1816,164963,488560,1466724,2958026,1457136,752569,674707,727218,774845,736307,805734,950125,1414946,2639540,1471064,870762,807712,705186,413041,127789,6163,45,0
뚝섬,314,78594,293743,649177,1934041,1058338,568335,516159,568276,633527,633374,682831,772389,980562,1847599,1034055,592625,558928,440445,234905,63186,1491,23,0
뚝섬유원지,194,67899,160301,347214,569228,383732,260233,272123,286444,327727,342796,385794,435061,524002,640079,528573,385742,383271,334353,175973,37180,280,1,0
마곡,20,48855,193168,415265,600690,282956,176135,151242,164537,178418,175690,200918,271742,365977,450076,312112,191312,167881,156177,90642,30488,89,11,0
마곡나루,214,75369,293678,716676,1284494,649092,383861,359483,404195,426635,428056,467479,556304,968042,1228719,778828,523504,492806,449626,266189,92886,2423,30,0
마두,359,57621,189264,323523,503652,393462,349839,368886,345313,391892,389951,402293,422217,433269,528964,384773,245377,210705,196810,107918,35647,183,0,0
마들,294,132108,313148,870164,847705,509041,394074,370014,407958,389649,374189,409296,459666,509180,634682,647925,401428,342945,327796,224143,76820,548,15,0
마석,366,22968,122434,286645,256582,184521,156380,135737,145454,143732,146415,161504,167120,203641,218334,213655,134485,103484,94432,44363,16146,1,0,0
마장,16,44830,124701,300368,505818,309612,227646,214955,236438,230460,215755,227103,257233,312661,402743,288503,190796,173443,162574,86482,22714,879,2,0
마천,18,73540,165979,352828,400697,239473,189236,165301,185609,185542,175336,196489,237905,281023,308464,256895,162113,141689,134348,80160,34141,173,0,0
마포,154,48357,189869,582256,1401898,707769,415758,412661,412375,471662,434983,454402,515836,725534,1348680,696783,469692,467310,384576,210572,46296,267,19,0
마포구청,368,114411,268593,688655,1184569,684247,463409,428432,473291,488555,455949,495770,563465,652809,966601,665066,457853,428299,393230,238356,64253,400,6,0
망우,3562,104041,190918,452282,511905,336424,294146,282776,310881,321430,312581,333355,387709,422327,518664,442520,259436,213368,196256,124423,24707,0,0,0
망원,227,84078,186558,454907,915691,689741,489804,483284,583127,610748,621158,634852,728286,791462,1081591,826036,526940,467834,437235,251514,57816,255,0,0
망월사,4928,104093,206564,416995,615973,490246,369864,329571,346671,355748,325921,374932,421468,483812,478571,421876,292786,249126,218649,150482,41345,21,0,0
망포,1021,85066,311781,871791,1112867,512718,327323,336059,351915,351050,347569,398075,471486,728474,1065395,826277,575468,496546,452754,235270,62480,12,0,0
매교,3889,33016,56360,142514,247761,117366,78588,78675,83167,87231,74287,80274,112124,158971,173144,105292,70003,65781,63868,28969,7560,2,0,0
매봉,244,26025,206534,430609,1131931,601897,339823,338083,324499,337925,363004,382494,422729,590956,1033702,518147,320628,320581,256636,121393,27348,1335,7,0
매탄권선,1078,36959,113889,278461,362522,201843,130282,126259,135716,128855,130367,146904,176754,259101,313927,246601,169157,157483,142588,86655,20739,2,0,0
먹골,284,99806,206085,551138,773313,468388,337426,314594,352584,361323,348292,375176,435646,511598,676098,612843,373949,340855,310470,198617,57947,1191,0,0
면목,274,160178,358470,856837,1327756,759764,515377,455881,513922,523469,501118,564364,688025,776224,968400,903569,554012,504967,463138,287133,86870,284,0,0
명동,604,36387,251334,718133,1813471,1574708,1339213,1516402,1615888,1731030,1765659,1953035,2109507,2382925,2882088,2048626,1657964,1579084,1380603,645680,77907,2596,36,0
명일,50,60681,203604,521915,565455,349000,301270,284820,304972,310633,288613,318634,386334,433003,538597,492271,270114,249686,239600,132992,42895,776,40,0
명학,1638,117106,236154,626990,1091949,383527,277484,299859,272195,282154,291314,269248,352883,526826,785501,447378,324244,282696,218466,140997,16253,0,0,0
모란,3838,250338,496121,1189992,1694848,1257562,968013,1008738,1084009,1155973,1108295,1220537,1316061,1428544,1735604,1275637,883491,859548,720640,457646,74744,5676,65,0
목동,56,114286,354048,1018624,1382123,800594,585811,542350,582972,626123,625615,668992,781655,968196,1475353,1117690,688515,659658,664586,355317,96735,317,0,0
몽촌토성(평화의문),31,35087,103544,228707,549494,330546,214762,212729,225261,227517,229236,238959,265653,328412,478056,280743,195660,176350,155800,80677,22183,123,0,0
무악재,283,27515,83181,230283,300395,189702,149797,137008,133249,136143,135235,145192,167258,199369,264944,211474,142296,134874,126569,78895,21727,120,1,0
문래,122,76430,297085,946623,2004814,1072505,583064,554407,609255,634871,627105,650079,725786,1005218,1814222,1023566,620413,590000,510743,287959,76203,1834,26,0
문산,12997,40631,148520,326103,430437,253380,234286,224397,235276,242215,234894,275186,288371,324717,368513,276607,207039,172235,121248,81911,51132,32,0,0
문정,70,55103,204376,729298,2384300,1162960,546327,470447,469020,550943,544199,596333,612837,913730,1899421,898860,556058,500530,438610,193424,47635,143,0,0
미금,7574,58173,301735,592085,1047885,837935,650440,679459,716224,771078,748436,840043,846317,978793,1179521,852613,605286,584223,520847,261610,51131,45,0,0
미아(서울사이버대학),496,152654,340694,898066,1240383,756157,564430,574654,593903,602990,599680,631882,715625,820882,1005054,817327,535685,486154,456193,261097,64776,355,3,0
미아사거리,715,210555,583107,1482503,1833006,1304958,967342,946382,1031876,1064989,1075416,1209982,1362571,1526598,1959154,1678997,1180139,944542,861202,514734,114235,625,3,0
반월,89,55742,128615,264922,320234,199130,163119,154271,154289,163733,153918,169154,198212,244100,298229,215641,167611,149866,124668,79006,28034,31,0,0
반포,32,22377,120832,268133,461654,362300,216599,224120,254857,247588,237932,265205,311963,347675,421811,293771,209452,217372,193605,76673,18943,87,7,0
