지하철역,time_04_05,time_05_06,time_06_07,time_07_08,time_08_09,time_09_10,time_10_11,time_11_12,time_12_13,time_13_14,time_14_15,time_15_16,time_16_17,time_17_18,time_18_19,time_19_20,time_20_21,time_21_22,time_22_23,time_23_24,time_00_01,time_01_02,time_02_03,time_03_04
발산,12,80763,324655,715035,1509908,840161,524778,571083,627496,670808,665582,723830,841007,1113128,1507148,982427,638714,590000,491782,235982,56359,231,3,0
방배,174,85435,284992,681512,1464438,1125875,752023,649342,695608,741175,739348,785061,889578,1088451,1523717,902448,618059,616766,576748,295500,83465,759,40,0
방이,1,42018,133856,360854,544331,327456,233708,219548,255482,276485,256814,289469,333634,408071,543811,397440,251379,256644,257800,111883,30564,131,0,0
방학,5345,158995,254798,522656,663507,441996,366809,344159,385583,386200,379349,409618,463418,499166,627223,491953,321368,277348,224461,137628,30855,9,0,0
방화,23,61120,181650,463561,537023,296291,232707,226908,249959,250540,240823,266451,317419,326659,407368,353190,237997,210307,200026,121853,43093,4173,22,0
배방,40,11292,26614,55467,56669,50773,35941,43487,33734,46112,32745,51767,37165,70295,63311,44701,43583,30124,22914,25248,9812,0,0,0
백마,28,56432,214092,533503,494567,264699,199525,181362,201281,192697,191424,204934,252589,286617,453618,371706,234295,210640,202337,125827,31772,19,0,0
백석,753,80851,213864,463736,677292,469609,418265,422242,448203,480590,480451,523487,551847,628636,741261,597083,398717,363636,304030,169251,50196,122,0,0
백양리,3,913,1733,5559,8754,5079,10084,13069,10230,8368,8134,9496,8268,10741,7489,3787,3312,3070,2375,1764,350,0,0,0
백운,1569,122575,235050,491329,588773,376533,294062,290879,311857,298591,289561,308327,354977,426348,493365,431605,291710,279779,235379,171117,44459,42,0,0
버티고개,29,15243,41690,100723,177226,119510,84028,76039,77971,83147,80030,91423,97269,120991,165438,122448,81095,72218,65983,45236,12162,59,0,0
범계,1669,135868,515796,1477440,1848752,1239065,902966,902314,974017,1061532,1020675,1083653,1262497,1526851,2119354,1687869,1174002,979774,918571,477721,163676,98,0,0
별내,452,22038,60511,157329,188615,114935,86116,82234,89019,83096,93318,107853,119184,151673,152100,134727,87883,66424,64782,38425,5307,0,0,0
병점,34741,145692,453529,893454,945381,680113,546300,501970,563334,525969,542538,602505,728878,932045,1082870,885092,623392,574646,494516,273217,121929,270,0,0
보라매,351,101201,200320,492293,927808,438225,288422,284327,310906,316800,305563,325986,404900,475311,765029,460355,294292,278359,247357,136374,41675,1336,14,0
보문,192,64858,149397,418602,764397,444747,305332,277246,310421,320021,305020,318324,364675,420966,586572,427618,291350,271776,277316,184113,56747,230,14,0
보산,398,17957,52130,99993,96596,79656,60587,64237,67991,68386,65055,68525,74976,119219,105592,96953,65959,49435,41598,24081,13215,9,0,0
보정,493,14253,59941,153914,233118,130031,98875,86625,83753,81443,81343,104046,113049,136140,131259,102705,74429,69159,63595,39497,9978,10,0,0
복정,69,72235,250929,582927,830233,539838,347660,291702,339685,325032,337110,357151,435158,568922,758842,557473,376365,321976,299459,134567,28600,116,0,0
봉명,137,15491,32025,75771,80100,84355,54639,71929,53244,62594,53546,60488,58681,61376,63990,42504,30954,23800,21822,13142,6550,0,0,0
봉은사,137,36901,187067,525922,1268281,944722,615413,627294,648364,735218,734134,767368,823974,1059773,1494623,894113,595232,554258,428942,156140,32285,750,0,0
봉천,1394,228138,491853,1219912,1870256,1246309,810370,735422,792031,830103,786708,872502,971979,1135787,1491004,1250082,829887,801898,748026,440855,128995,4369,48,0
봉화산(서울의료원),290,83616,246780,749885,757924,390982,298452,274978,299574,303070,288160,310422,361610,436567,566177,514572,322024,279790,288167,172953,55059,7063,26,0
부개,22177,149426,266184,612922,642214,388862,299767,286395,314098,310503,291354,314631,388459,436447,563539,474786,315945,294324,257308,159652,46899,45,0,0
부발,21,8723,40904,114785,128718,68772,58268,55169,59662,56139,56294,66643,84083,114084,123098,88150,68677,55957,49100,35677,16873,1,0,0
부천,26701,518848,765374,1746666,2220952,1523150,1267428,1277207,1458715,1559950,1475901,1581310,1797728,2114941,2673988,2297480,1508824,1404702,1232565,787500,125751,238,0,0
부천시청,227,89236,272532,714865,842457,510114,358000,371978,410607,440735,435430,482955,550918,660927,904305,781525,541668,431041,364531,219565,61232,991,9,0
부천종합운동장,113,53184,118733,323707,441931,214095,148331,137337,143512,147953,139153,145448,165704,215189,312891,231057,144261,130688,113889,70748,23225,66,1,0
부평,86495,398568,667293,1507925,1630658,1263061,1107241,1215041,1395043,1527595,1528167,1644841,1896349,2187202,2743756,2362023,1633366,1503007,1302418,829268,208209,292,0,0
부평구청,616,113944,342955,964968,835037,445887,298646,279415,292926,294911,278166,299288,347811,483312,640804,606277,400115,347720,316634,198726,66726,19987,49,0
북한산보국문,102,32501,108953,320405,402704,282500,216875,193371,202319,208550,199655,223092,267417,293969,363328,299353,195785,176463,163524,105691,29605,93,0,0
북한산우이,354,26714,59753,150846,179912,176226,163541,145286,144319,138394,149095,142826,140281,134530,126913,107718,70509,57013,45569,31590,13360,612,5,0
불광,850,164530,409530,1048130,1556027,1115940,889300,858118,929906,1041977,1031911,1081364,1207589,1318550,1659992,1288091,837825,743425,651582,380918,109614,457,5,0
사가정,427,155764,383133,790024,1173152,712377,520959,490577,528578,535902,524809,584749,682848,810558,1034489,918499,583651,515575,476618,272625,87696,315,0,0
사당,3430,376668,1260936,2862554,4012093,3062279,2201659,2281264,2445839,2496493,2496836,2626099,3073109,3958694,5492810,4173681,2885556,2948263,2888235,1775592,453047,27515,236,0
사릉,373,35441,99392,295471,274203,141295,113646,94895,96669,97759,92544,95991,132849,157336,225247,214857,102019,99640,92875,52065,13534,0,0,0
사평,55,11150,57359,165585,212548,131002,98905,93365,113689,123512,112716,134383,159228,178631,217222,160008,103944,92040,85017,43885,14919,311,0,0
산본,6416,138041,373586,958263,1112922,727201,592508,598583,679453,703037,672483,742768,803858,956446,1289785,1124100,733434,642492,558947,331822,121084,10922,0,0
산성,288,74374,182206,302091,470761,267981,195009,166997,180603,179455,180438,208526,264891,315386,342766,268076,186366,176428,163829,88832,26647,394,2,0
삼각지,436,47601,195520,442003,906452,504337,355984,375880,415721,443010,425138,447356,499412,660761,980544,529308,375199,370605,335788,206941,48590,627,36,0
삼동,4,11760,53533,158217,193985,100964,60431,50053,51343,50446,51403,52680,71600,96956,126242,114402,72283,64063,54263,25873,533,1,0,0
삼산체육관,82,41731,140900,357859,388207,220399,160761,158451,172466,176466,175004,186406,216655,244502,313901,269690,175250,159452,139791,97340,30609,5951,6,0
삼성(무역센터),1971,133816,619071,1774837,4589454,3630655,1970590,1908311,1931643,2287539,2338248,2487455,2690939,3489042,5080621,3212279,2169551,1835545,1386890,464805,123263,22115,120,0
삼성중앙,117,16028,66179,175781,499619,364915,189953,163216,175444,184254,196314,197857,229182,299506,550607,333440,188200,164276,134868,72299,18507,441,3,0
삼송,6836,103674,454943,988870,1205502,715072,556260,530836,579168,599272,570728,633024,730153,876492,1063497,915718,593685,562367,523073,242280,66775,2193,0,0
삼양,29,16714,39562,95680,138809,99895,86976,76994,83741,89547,86267,90570,101366,99073,120249,105228,67664,56727,45604,25801,8125,43,0,0
삼양사거리,117,19738,42803,105264,157820,114367,104111,99804,107267,111910,105859,111715,122704,121870,137972,119800,75540,58618,50285,27414,8532,33,2,0
삼전,112,41169,93392,214562,369046,252818,172224,157383,168102,181720,171714,177644,212390,261978,361018,298533,201817,181897,177240,120126,41137,2419,2,0
상갈,637,41656,144057,345812,430632,257876,192740,176083,179913,181511,172365,188090,234792,316457,360366,283553,212870,188189,162736,105515,20123,13,0,0
상계,1101,174521,554856,1415676,1373913,856292,641428,594324,653330,653402,613759,660691,792173,895062,1144601,1046064,689502,628625,617182,418193,121856,12544,68,0
상도,2,89340,227486,512836,900271,577142,450847,388763,406116,404500,403785,418006,499552,575269,768505,552945,384053,386907,364332,242752,68086,239,11,0
상동,103,84531,274182,696465,866031,628851,455467,471793,518815,552531,562847,584106,650141,765699,1045209,844230,568206,521431,473830,269130,73273,3737,7,0
상록수,6112,235396,568652,1247822,1365798,869169,683123,616899,627455,645145,595376,652993,801654,994454,1302278,1139561,781173,716554,593348,378941,159234,326,0,0
상봉(시외버스터미널),11249,243846,470808,1178542,1706426,984781,695343,669725,743648,773287,755160,809341,937694,1174379,1544958,1375578,868636,790350,721807,445117,151671,650,0,0
상수,81,59215,115499,212136,530337,494641,348923,348272,397635,476649,422524,447686,519777,653668,868377,658156,471952,487074,482367,341095,71527,372,7,0
상왕십리,354,86525,233396,628792,1282120,696483,462852,431349,451953,480358,458614,498370,560079,695566,993947,720478,473310,454812,414141,245586,75667,881,12,0
상월곡(한국과학기술연구원),189,66009,137692,348676,549114,309742,246332,210886,212047,219942,208313,210043,267098,281736,389052,319046,188291,200162,171194,110075,31979,135,12,0
상일동,80,105625,555573,1092967,944143,475527,343547,314158,318154,314430,315946,349531,521706,680726,694668,631511,367150,310357,280171,195328,45370,14916,75,0
상천,0,2474,6872,11862,21240,20203,24261,23885,17926,18289,21806,24571,26022,21163,14754,9977,6378,5749,3416,2079,794,0,0,0
새절(신사),4,136061,312162,803494,1047600,611072,426042,403395,439882,453119,424943,458245,577649,660679,836827,694818,470117,413593,415857,249999,69276,19119,85,0
샛강,151,23763,75760,206074,371280,219808,163485,165952,165185,181569,189898,204653,217449,310776,469640,242439,172406,154051,126200,70235,19830,693,5,0
서강대,23,8164,38414,83373,146349,113291,93738,78911,85523,89984,89796,92398,106630,124824,141032,97736,78892,88383,79523,40080,5705,4,0,0
서대문,171,54894,284369,867392,2209427,811554,520491,536461,538489,603300,594058,606169,723956,959689,1774280,680869,476761,461289,359030,169989,35330,803,0,0
서동탄,16,17624,64177,166641,100222,53626,46078,48459,49696,49908,50269,56287,71113,84421,103792,98773,59041,46508,36049,36259,14786,0,0,0
서빙고,633,17768,52910,92367,152335,94094,81384,66202,68858,90667,69572,90236,97311,120705,144585,87026,64164,53252,45158,21802,5530,4,0,0
서울대입구(관악구청),51268,408088,780604,2095637,3338901,2557124,1726408,1537461,1682636,1874276,1748171,1891929,2119058,2573693,3470791,2925315,1973166,1939104,1929483,1186609,362627,55023,560,0
서울숲,964,33351,184598,305388,693464,475066,266381,259881,279396,330549,333964,362342,426378,515505,694401,448325,265556,229014,194354,89530,14147,14,0,0
서울역,17897,418759,1462951,3175140,6689059,4557180,3291460,3552724,3849350,3845050,3424186,4145495,4363470,5421465,7214063,4485885,3259824,2962399,2263413,1213565,261449,13882,162,0
서정리,455,84251,142056,255235,326247,205374,198422,178322,205239,208342,189106,234248,271399,365039,321812,265181,188792,166590,131777,84833,14685,6,0,0
서초,147,83536,355197,824609,1892039,1634486,864536,877238,755525,899059,888560,871528,1007666,1255911,1836052,1006725,633477,661036,478995,193551,40827,350,24,0
서현,5048,104409,298842,913524,1626872,1359453,1007497,969265,1021048,1133260,1138315,1230503,1287105,1610220,2135541,1561766,1164370,989530,819935,418876,47919,45,0,0
석계,27706,247301,554487,1178751,1508823,978572,768664,743009,800262,814460,793745,865413,1013099,1227621,1521275,1372599,893670,805984,755313,489286,129494,712,16,0
석수,5263,133205,315108,735275,833178,508021,361789,311196,314267,309476,313035,354774,423400,549971,753551,565649,366390,356190,302264,188631,14417,15,0,0
석촌,74,82363,224400,593785,992935,695934,492351,469272,519540,554214,528887,561912,621867,746972,1028214,764130,509808,515614,458845,258241,71239,2105,6,0
석촌고분,67,26894,73830,191683,328364,228889,153571,151057,161270,173292,165058,170564,200731,236915,315405,255602,176329,159804,152876,95137,28669,632,0,0
선릉,1908,178864,786543,2133561,5972495,4346579,2232323,1909077,1962528,2282036,2187406,2338571,2857756,3503952,5696665,3102009,1914944,1836951,1613659,701379,158746,3047,53,1
선바위,88,29423,194672,545554,681505,456354,267424,242598,253932,261160,252544,269920,322415,488358,690931,421825,279735,251130,207799,99217,31354,65,0,0
선유도,18,40114,113742,342093,667117,305093,181258,184661,190727,206405,200406,210306,261766,346504,617320,341548,204619,181185,164218,96753,26780,1454,0,0
선정릉,205,44060,189632,493216,1458309,1177685,602614,495827,529549,558182,551532,555938,607049,803444,1448603,898996,503290,471590,402139,192659,42909,716,0,0
성균관대,1657,128188,407099,991774,1088962,602253,480640,444553,459598,496974,470692,509597,639206,787755,1045687,897049,615094,566538,525988,327382,62018,2,0,0
성수,651,119320,471922,1114268,3597746,1586994,805217,726998,763304,870676,896068,957778,1057424,1536830,3010840,1521670,866248,805942,644082,344544,117296,14640,151,0
성신여대입구(돈암),890,108559,349387,967755,1540285,1093275,886846,965978,1018223,1083254,1112013,1166498,1296513,1544622,1910858,1487793,1070502,1029439,1001427,597057,132318,746,70,0
성환,372,30373,69638,198855,303979,276384,193958,159978,203392,196954,181394,220743,282585,281600,270044,173934,151914,125937,88892,61264,10326,0,0,0
세류,4872,50292,131305,265220,219889,144476,131756,123366,121055,115291,113216,128721,157786,207701,241341,203565,157514,126481,103397,58268,17234,32,0,0
세마,2498,29873,86725,174739,200185,122971,93494,86701,92784,93449,89832,100806,123736,166863,193971,137497,116212,96619,73696,51813,3048,2,0,0
세종대왕릉,6,2620,5844,17166,18001,14387,14433,15124,13460,12008,14632,15234,15389,16277,15666,15818,7964,7545,3996,4931,1534,0,0,0
소래포구,10,28841,99131,230151,243386,166398,156350,233376,273911,269640,292910,306649,294034,283838,276706,202426,147449,131947,114578,73155,14908,1,0,0
소사,13820,246960,309087,602782,692414,470140,420771,382231,422315,408128,381099,418864,478962,547731,607620,521567,350664,311847,296316,183766,48365,113,0,0
소요산,982,12042,45063,110757,144547,125119,243426,251800,280024,261246,280746,290659,254274,226012,138658,76604,52254,41643,25255,13531,11165,10,0,0
솔밭공원,511,25593,53696,136325,152780,113086,91867,87509,93257,93135,93556,98454,110114,111037,120972,113959,73880,61999,52733,37873,11168,488,11,0
솔샘,39,36288,125741,379753,406836,249113,178241,157395,173554,176008,160984,176581,216601,234828,324533,304936,188209,162097,156293,92400,32277,90,0,0
송내,18576,335194,759711,2052248,2495510,1390238,934245,878021,960537,943962,893942,976495,1188832,1516428,2353797,1786664,1150758,1019116,945051,577620,113330,121,0,0
송도,22,24149,62167,156874,193007,106552,91586,98862,110645,120136,108626,116471,136341,159018,185709,115716,77777,74157,67150,45776,9032,0,0,0
송정,320,81022,207434,477590,588057,370494,297665,279311,287244,286031,292418,315932,377211,442421,563240,449813,302938,269150,248048,146509,39033,201,23,0
송탄,1046,73012,140399,232160,261301,200361,162809,171034,184576,190133,177547,203189,252636,280540,310241,235731,216670,171266,122619,110646,10893,8,0,0
송파,35,43944,174396,552140,716582,414465,295308,272446,305689,312624,312878,338893,421386,448934,589439,434454,274747,264916,225274,142331,33241,2853,0,0
송파나루,38,21006,52265,135309,228251,163352,118488,118244,138993,147638,140909,151827,162527,202559,300712,222376,140153,136080,119568,71292,18236,175,2,0
수내,2428,54814,156578,419470,1005260,772712,464613,446880,504858,524928,557573,572646,618859,751933,1050619,679994,561978,438919,388417,165095,26743,48,0,0
수락산,234,122039,343634,786343,851400,624702,504016,453212,470461,461588,461090,489632,554794,626924,792732,771304,490255,411539,377478,254081,89736,2903,41,0
수리산,179,44716,129102,298676,318276,199955,172374,158098,144097,139237,129811,143503,152500,168611,217018,180782,119923,101681,93733,67616,20321,102,0,0
수색,19,12749,65009,86340,238449,142470,75258,59763,65752,73645,68522,70463,96681,131748,210330,99095,60219,51280,37748,20888,3496,3,0,0
수서,3356,166403,598710,1503694,2330305,1530253,1263417,1035658,1263361,1231003,1045394,1335380,1556342,1804084,2408515,1540544,1216210,965146,945545,476174,95445,4819,31,0
수원,36720,412409,1027681,2156531,2735913,2106822,1788269,1895697,2082197,2161658,2105609,2363719,2869476,3253006,3618334,3237884,2399762,1984383,1736678,880771,160993,86,0,0
수원시청,5469,97004,195715,468301,831572,565167,358511,401395,428985,458916,447435,475564,555529,713948,974619,766993,570751,505983,417293,263997,48433,29,1,0
수유(강북구청),1083,306433,737647,1845242,2519254,1667258,1233830,1166506,1248433,1286199,1292433,1382679,1574660,1835482,2513951,2160236,1455572,1303586,1213729,791822,202899,796,4,0
수진,4,52427,111629,239046,414423,254407,196145,201998,206994,239358,224931,234911,264274,276683,310670,242694,164378,157042,134741,79824,22826,3219,31,0
숙대입구(갈월),132,48215,197534,524002,1181334,747869,588693,555001,557080,615820,585965,626201,766003,878682,1260786,764987,544111,535730,478713,279180,58641,639,1,0
숭실대입구(살피재),492,88967,225243,609482,1132987,739239,627666,522606,488023,559461,536082,536827,688272,794445,964773,752981,515930,524869,490292,329638,89551,348,19,0
숭의,74,40555,93104,244439,289892,144585,126067,125509,140113,140555,132625,142894,163955,213431,258779,145446,100481,93513,76061,40836,11161,0,0,0
시청,1794,118605,535781,1770430,5462051,2490280,1462543,1585883,1600481,1890311,1915685,1989714,2053161,2721275,4965175,2134997,1544462,1492074,1036859,456001,72655,2737,70,0
신갈,734,38797,119690,274652,353679,219319,168334,157534,169346,168522,174075,182872,199257,233157,278088,223517,160091,140958,132592,95413,19496,11,0,0
신금호,173,41489,120161,395305,542460,293863,209008,194038,213000,221663,211623,237600,293637,322214,453682,336197,216821,196883,184932,110708,34743,146,8,0
신길,7313,214391,289544,702091,1213296,565147,350445,323877,361939,369388,334901,374702,466839,641919,1029851,573080,390870,412258,355440,209238,49621,374,1,0
신길온천,207,21417,57201,139014,114757,62778,53993,49312,49557,48684,48291,54334,65496,88055,110511,78280,58456,44709,42172,27666,13012,421,0,0
신내,98,7650,24471,69967,68983,33347,29406,26351,27300,26794,30353,31562,40902,46108,51046,36142,22596,20464,16198,8118,1420,1,0,0
신논현,274,97372,383679,964646,1808250,1582550,1019718,971661,1070187,1199326,1211855,1274996,1404123,1862820,2739988,2062086,1309045,1332420,1278389,710470,149885,6522,10,1
신답,46,13389,29776,97731,153935,65680,45583,44124,46431,48392,47636,55455,66615,74523,135706,105991,54378,57242,45728,31245,8113,72,0,0
신당,1411,223224,421396,861384,1760804,1138731,817905,800119,868883,913144,907595,945529,1081799,1255342,1603315,1259051,852824,763123,688295,505841,118539,1436,47,0
신대방,2074,355519,600674,1444902,2164610,1437651,919384,803801,828195,867534,840793,941874,1058192,1298898,1757350,1469740,1012921,1024616,1022421,597995,163982,3457,68,0
신대방삼거리,299,142461,303700,820700,1494833,837345,537574,495204,522996,529104,520375,559179,624579,741207,1141698,886558,583991,534339,486128,300705,93661,511,20,0
신도림,43009,601299,1015461,2568314,3877587,2487684,2003784,1957650,2171932,2309349,2241363,2386510,2637152,3221305,4637389,3399094,2307252,2253740,2034647,1263150,440949,46079,216,0
신둔도예촌,9,6653,26595,71305,97780,63314,42795,40464,53744,45486,41077,45682,57580,87771,76603,58363,39829,40249,29661,24100,11,1,0,0
신림,4569,592748,1288218,3276982,4976711,3260388,2072019,1915651,2054219,2144060,2099814,2285362,2587761,3181027,4498249,4128191,2773524,2668349,2619725,1715682,497038,10042,130,0
신목동,10,27794,98454,270578,287510,155493,114733,108408,117395,122352,117414,121955,146922,181596,243301,186785,123214,114606,124157,75329,23865,2038,1,0
신반포,16,9112,57575,147909,199551,153064,117516,102756,111118,130498,121865,139281,163535,173995,212367,155903,101101,92706,78886,43174,11327,366,2,0
신방화,68,65175,183017,423887,498075,285848,223237,211048,231147,238090,228249,262789,302148,310243,434020,373223,245312,215318,208022,130606,45771,680,0,1
신사,1124,76902,335999,690130,1713208,1925488,1184736,1058939,1167869,1324711,1386229,1460234,1582878,1924028,2901304,2063363,1253193,1228773,1067814,515793,100858,439,10,0
신설동,4579,186356,302663,771140,1720022,1091549,813558,828924,859315,919264,895661,951762,996390,1230911,1675302,905479,589257,553423,466973,278849,64689,3400,48,0
신용산,67,34014,218505,521106,1466711,926424,501238,496274,493299,569021,560008,627876,721197,952397,1593446,872710,581689,513920,377477,190811,35069,184,2,0
신원,7,1651,3765,10471,11889,11043,11128,10334,9100,9706,10646,11854,12677,11188,11276,6338,5210,3609,2595,1621,688,0,0,0
신이문,16839,128830,230680,565857,676394,395536,298828,271150,288693,295495,283297,314042,349992,402778,529105,452523,293479,249514,245329,152926,34955,133,0,0
신정(은행정),385,154255,326622,909613,1194741,590387,361144,316631,332176,337040,313925,341694,406454,494413,700367,560809,368922,345159,330159,206387,55339,215,0,0
신정네거리,473,140024,259852,612448,677210,421134,317030,303747,316062,327630,319075,349963,427552,540142,682819,547991,342643,301311,282096,182255,49528,3413,5,0
신중동,126,85371,272815,774861,1116721,688995,448524,428166,460824,482883,463654,513150,571386,718345,1108422,864175,585723,443806,401717,263105,80659,364,11,0
신창(순천향대),393,11604,20164,64054,127941,107495,73287,74014,102992,63300,114217,80042,145435,107080,121942,71158,68974,58973,53594,33895,13915,2,0,0
신촌,1586,185546,427884,1019278,2012058,2065308,1647691,1670329,1926283,2141690,2023594,2097871,2333925,2860307,3417665,2583061,1963382,1940719,1980190,1165376,252907,4390,49,0
신포,31,13957,32350,85909,156026,71371,59094,67946,82362,86197,83586,92651,105609,118285,154383,77158,57936,51891,36280,18986,3749,4,0,0
신풍,629,161447,307586,595433,885204,555708,387188,352822,370360,380977,359571,396194,469653,596971,755356,552112,354393,357917,320597,177657,49810,8531,56,0
신흥,4,57248,102049,199545,284556,202143,154780,162794,182748,201079,208011,223510,254590,277001,326951,264772,183914,164869,132059,81417,23046,2752,4,0
쌍문,1215,305218,798382,1913223,2237171,1411436,1028858,941636,991868,984504,953140,1024829,1188370,1405978,1831014,1720737,1131416,986188,947493,614655,197546,818,3,0
쌍용(나사렛대),80,22501,56745,124108,153264,122701,81023,97317,94374,108924,69766,119011,103398,132054,141781,105451,89022,64790,57624,44371,20002,0,0,0
아산,65,16580,58154,145640,139056,132484,113646,128543,112012,139945,110090,175216,116702,196716,200368,164444,124945,110341,79990,55692,20284,0,0,0
아신,70,6092,14186,36675,41663,31953,32203,32672,26926,29577,29682,34501,31520,40267,39766,29808,22235,18114,17545,11184,4800,9,0,0
아차산(어린이대공원후문),38,126365,277567,714577,1149188,660715,505113,478401,525553,560207,543810,597432,666830,768455,986658,760576,489164,441743,400418,222804,60059,322,0,0
아현,361,71665,233921,491562,755849,474484,381548,341888,381794,396492,381166,410629,514230,570289,664473,501379,347354,327373,298341,192934,52134,883,29,0
안국,325,52944,294112,1292737,1569513,1096876,917333,1032071,1047542,1126950,1204807,1217263,1344557,1781052,1975551,917248,669664,599855,407768,152539,28892,291,5,0
안산,22447,171602,405012,847021,796245,514204,460653,461687,484160,501517,491759,529811,592720,937561,1043917,710090,570421,426420,275910,138550,53762,3747,0,0
안암(고대병원앞),381,49098,127623,314832,790634,609975,621855,499925,485078,588017,499086,597250,682028,815326,879237,605529,471577,498103,493236,358361,101972,2837,55,0
안양,3744,226496,548037,1336006,1637539,1246129,905449,883702,968705,1024712,977680,1075444,1281336,1464751,1764854,1421933,958665,916803,844138,495499,57020,5,0,0
암사,153,177220,392429,1115307,1545693,852756,530117,499529,538331,552106,533881,592429,671029,820879,1147134,926053,583189,555520,481693,297797,73529,11848,86,0
압구정,748,68459,419053,835855,2287247,2243163,1334159,1316122,1229630,1389023,1432199,1488127,1589701,1874892,2659217,1866232,1275666,966589,773662,334317,68624,4766,119,0
압구정로데오,1450,30293,162780,331428,976641,1212884,670865,572357,585701,633162,665062,720818,789432,1014909,1465656,1082437,762663,513020,414381,181867,13908,15,0,0
애오개,28,36535,112280,356412,737705,337709,231500,213386,220783,253073,241140,259012,279344,344994,590594,322083,216341,195353,180940,98212,41360,5924,23,0
야당,170,48944,178802,328115,337040,212554,162138,155559,156100,152714,156725,179814,204944,285226,317268,298865,186896,191256,169892,91387,48674,43,0,0
야탑,2954,139972,445758,1203929,2116144,1381290,1023709,1042714,1103575,1137897,1182556,1192780,1378903,1609134,2213820,1558096,1046526,935640,804228,425761,70591,27,0,0
약수,1338,112621,258200,667374,1320304,889289,629809,592541,638713,672924,666434,686208,779823,931382,1277345,868791,609145,590820,516361,298283,88493,9486,61,0
양수,4,12948,38023,113056,94538,103414,104413,100698,93335,99333,104539,107047,129260,122305,103766,81522,76466,52330,48345,20144,9883,4,0,0
양원,593,20367,47386,185449,118671,69509,61141,60688,61407,72287,62559,75483,110297,85333,83261,68013,44983,31858,29337,15949,3366,1,0,0
양재(서초구청),1260,107765,669057,1722394,3812826,2176698,1274075,1236016,1215692,1416786,1377288,1456055,1628201,2326313,3702572,2105324,1379286,1308244,1046234,469004,93935,1086,59,0
양정,1155,6816,23068,60258,68856,33967,27758,27414,23232,30826,28998,29404,40928,53002,65093,33939,19251,15343,11547,7305,2607,6,0,0
양주,17125,93454,256390,602115,568532,401843,338854,299818,320027,297639,291521,309207,352647,410262,532961,421347,297503,226519,224475,129431,47610,24,0,0
양천구청,347,70080,170491,483658,527529,319211,236065,223090,242495,243915,230351,245560,291550,355184,473064,390703,239906,220661,214299,157529,52511,1138,11,0
양천향교,42,67222,219300,447141,723522,366924,252195,249115,280250,279492,287488,301734,349412,438364,612390,447067,293929,284067,256270,163149,49222,1345,0,0
양평,701,59631,174761,544195,957520,465631,333147,325818,342907,338409,341956,367087,381582,496367,801994,460817,313362,264268,230910,164021,49076,129,0,0
어린이대공원(세종대),110,62331,203300,399886,1105963,770458,687752,595792,616166,698495,659269,657457,742572,889507,947622,637673,465240,474055,469241,305275,81380,817,3,0
언주,176,31224,133336,240612,649075,573266,325130,281553,283905,309477,315754,318851,367926,504038,766866,453819,277454,251476,205026,109574,30162,1010,0,0
여의나루,165,35456,200078,438367,855977,298480,223901,245380,303836,363528,432660,511839,634578,877747,1140920,724874,559452,536449,407710,172262,22906,284,38,0
여의도,302,113668,695787,3147763,4899782,1870727,1005381,1142405,1099882,1316891,1237642,1353165,1577049,3076461,4740307,2086972,1402548,1342588,970049,404688,98001,3398,149,0
여주,81,15320,42231,100289,119335,131788,93865,100114,106922,99535,106903,119654,145290,128401,110498,118687,84978,52163,45484,38507,14157,2,0,0
역곡,9697,376166,737205,1846757,2078940,1386332,961780,930523,962889,1013538,925117,1028786,1232506,1500298,1999242,1730937,1146848,1047304,971461,606675,104736,149,0,0
역삼,651,149359,575579,1725191,4724764,3700971,1735122,1369191,1343513,1618396,1548883,1704300,1850883,2790143,4408059,2436985,1443640,1405876,1060125,501352,112016,1461,54,0
역촌,52,29516,95033,248259,326517,184612,143572,135323,153540,158678,152237,149726,177080,212005,281296,237364,142402,130771,120731,88643,24912,82,0,0
연수,36,37698,100880,250256,335951,202047,169576,171245,188981,206847,193889,201773,235856,292859,396140,242706,194086,176851,147061,96717,19434,2,0,0
연신내,3668,366246,830902,2143390,2686654,1781064,1336383,1271868,1391553,1427460,1392089,1521512,1785206,1959489,2515458,2269396,1485579,1352812,1263147,806703,246701,1281,26,0
염창,246,142533,382935,1021594,1307435,712751,497102,452961,490345,493510,462254,510356,579777,740325,1117072,967675,630781,578414,568479,370039,116381,12436,160,0
영등포,44527,345996,568730,1343058,2472042,1824673,1578907,1776904,1990783,2200037,2210919,2387920,2640079,2982372,4040882,2746175,2176458,1792495,1472998,733961,82879,232,0,0
영등포구청,585,132997,389769,1100503,2490883,1283135,778685,757128,793585,861244,842057,876010,979739,1257054,2304867,1205676,785154,752252,660197,365702,103746,2559,26,0
영등포시장,145,48145,136962,385349,804806,428894,334731,343017,396404,467319,435017,427911,486339,568744,812344,459521,308807,271290,224396,125157,25454,138,1,0
영종,94,30354,92682,152227,137585,102879,88859,96262,94933,89950,91058,102370,111994,138985,143878,140667,100738,97950,90225,69178,28033,10,0,0
영통,1022,44260,134528,357153,597050,415441,306788,312470,338212,365188,348673,383625,462065,580247,726686,506711,378848,387332,377444,194708,46937,18,0,0
오금,219,61586,189151,644503,970092,459905,313864,274266,301007,320373,293427,327796,392922,487220,718285,465730,310250,285776,295935,162420,48434,306,9,0
